Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
2000-01-03,58.897037506103516,58.897037506103516,56.802641883249485,57.088239076246246,10823694
2000-01-04,56.897830963134766,58.13543073793805,56.294898258985135,57.881563909676586,8606279
2000-01-05,58.897037506103516,60.80103905217915,56.92957531965453,57.34210594905633,13318927
2000-01-06,57.88157653808594,60.38850694926486,57.62770965443664,59.91250755539401,8338607
2000-01-07,57.62769317626953,59.88075605955427,56.16796103862769,59.53169020732059,12402108
2000-01-10,59.9124755859375,60.61060711750507,58.579677183906625,59.53167546365952,8933363
2000-01-11,60.42023849487305,61.49917067394266,59.214372879919594,59.849040059338805,8235472
2000-01-12,60.674095153808594,61.94342524710375,60.039428081218304,60.737559835124905,7116775
2000-01-13,60.03940963745117,61.43567676822445,58.770075882202754,60.89620890927282,8880226
2000-01-14,60.737548828125,62.609815339998505,59.658617026190754,61.40395014654936,11460604
2000-01-18,58.77012634277344,60.80106209495102,58.3893299411278,60.769327710851336,7995519
2000-01-19,60.674095153808594,61.94342524710375,57.215162647105586,58.674894888120534,9031687
2000-01-20,60.42023849487305,63.33970346831532,60.42023849487305,62.45116941712842,18601436
2000-01-21,61.68954086303711,62.45113703150907,60.89620628719531,61.8799388921841,8230660
2000-01-24,61.68954086303711,62.387672372421406,59.18260781733639,61.8799388921841,6798163
2000-01-25,60.483673095703125,60.67407518074519,58.89700796247825,59.277808080678305,7255997
2000-01-26,59.27781295776367,60.89621258029682,58.89701280823326,60.45194776512021,5120275
2000-01-27,57.62769317626953,60.134622870612425,56.67569466074401,59.912490423907826,8707532
2000-01-28,56.64396667480469,57.97676555699775,55.88236615586991,57.246899405989986,6976192
2000-01-31,56.9930305480957,57.278631745553874,55.660231713099996,56.54876562039228,6488024
2000-02-01,55.85065460205078,57.59598882457963,55.40638947713968,57.05652055699852,7640716
2000-02-02,57.62769317626953,58.80182413849966,56.04102763309861,56.86609274309506,8062254
2000-02-03,59.46824264526367,59.658640782410686,57.91330696705578,58.38931041369591,6499635
2000-02-04,58.70664596557617,60.13464424647017,58.294111237993064,60.007710795820486,5653944
2000-02-07,57.94503402709961,59.34130171353302,57.437300322942,58.89703269645222,6045357
2000-02-08,60.3885383605957,60.48383763232345,59.05433638795374,59.43553347486473,5715658
2000-02-09,59.65789794921875,60.86503275476653,59.467295368466026,60.48383164941185,5621936
2000-02-10,60.547359466552734,60.54735946655274,59.4037602760015,59.81672507297535,4651144
2000-02-11,58.641326904296875,60.706161958771574,58.22835827094259,60.5155635471609,6013872
2000-02-14,58.990787506103516,59.14962229385923,58.19662167962546,58.95901973732232,4753024
2000-02-15,59.53080749511719,59.68963818441907,57.87893668841409,58.89547256946215,5415665
2000-02-16,58.83195877075195,59.62612873508139,58.57782470665858,59.213159866892,4149377
2000-02-17,59.340232849121094,60.42030070174348,58.83196466996913,59.2131658043331,5478425
2000-02-18,57.18007278442383,58.92724289190381,56.67180482180061,58.57780562548833,8026376
2000-02-22,56.417694091796875,57.65659674724003,55.27409476073475,56.925962263891606,8006921
2000-02-23,55.27406311035156,56.1635278460515,55.146996140087474,56.1635278460515,7777324
2000-02-24,56.16353225708008,56.41766621756769,54.98816573193663,55.30583115447164,9531152
2000-02-25,54.892879486083984,55.84588003510332,53.33630759612574,55.84588003510332,10786561
2000-02-28,53.11394119262695,54.13047727199875,52.828043462416105,53.17747672566267,8869975
2000-02-29,52.22446060180664,53.65396099491916,51.30322404062504,53.65396099491916,10967205
2000-03-01,50.95380783081055,53.622211074694,50.85850858413259,51.84327693082174,11304959
2000-03-02,52.41509246826172,53.59045966712159,50.572622226703444,51.08089043901626,11707773
2000-03-03,54.892879486083984,55.90941151216796,53.90811117045733,54.51167845524625,10630289
2000-03-06,52.38331985473633,56.41769334731212,51.33501980573752,55.87766146370096,11241780
2000-03-07,52.351539611816406,54.38461178915102,51.68444084574099,53.87634374481737,10496715
2000-03-08,54.00341796875,54.32108351081184,52.2244836321327,52.351546604037004,8761714
2000-03-09,54.892879486083984,54.89287948608398,52.92334285483068,54.13047742440851,6625469
2000-03-10,53.495155334472656,55.401156894320714,53.36808829340605,54.70229019652989,7419487
2000-03-13,54.734039306640625,55.4011380026478,52.09740417378446,52.859802104056996,8233066
2000-03-14,55.21051025390625,55.90937634275008,54.57517560216302,54.7657780257597,8340490
2000-03-15,54.38461685180664,55.01995196636696,53.939880243539235,54.63875089763077,5926531
2000-03-16,55.40113830566406,55.8141070646055,54.82933884079481,55.40113830566406,6927135
2000-03-17,55.909400939941406,56.76710208310122,54.73403435922763,55.01993609233063,9264736
2000-03-20,57.307159423828125,57.62482498131008,55.877658330933215,55.90942204737589,6865421
2000-03-21,57.688358306884766,58.2919256821832,56.89418835951018,57.338924990254164,7083094
2000-03-22,58.06953811645508,58.641337510857824,57.878935614221426,58.19660509922781,6420139
2000-03-23,58.57780838012695,58.895477899779635,56.735343013199326,58.895477899779635,6791050
2000-03-24,61.30976867675781,62.135702421772606,58.482530034061995,58.6413648506171,12683378
2000-03-27,64.48641967773438,65.18528615322292,63.3428166719034,63.533419200950064,12408593
