Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8430765867233276,0.8473129225651688,0.7658768375152911,0.7898842154796182,535796800
2000-01-04,0.7719968557357788,0.833191138584021,0.7621113338093426,0.8153037097085155,512377600
2000-01-05,0.7832935452461243,0.8327203458038124,0.7757623541955361,0.781410734913643,778321600
2000-01-06,0.715508222579956,0.8058884001806909,0.715508222579956,0.7992985926541284,767972800
2000-01-07,0.749401330947876,0.7606989948460978,0.7192749143700671,0.7268061037100833,460734400
2000-01-10,0.7362208962440491,0.7701129321168516,0.7136256693493828,0.768230122240608,505064000
2000-01-11,0.6985625624656677,0.7484600751078841,0.6816165666047048,0.7225699388180935,441548800
2000-01-12,0.6566677093505859,0.7192749229526614,0.6514891398717929,0.715508448349513,976068800
2000-01-13,0.7286890745162964,0.7437523123103266,0.6966798387570853,0.7116249703811097,1032684800
2000-01-14,0.7564618587493896,0.7701129470980923,0.7484599543291849,0.753166953971698,390376000
2000-01-18,0.7828226685523987,0.7983574208211789,0.7564618226504014,0.760698961791204,459177600
2000-01-19,0.8025938868522644,0.8190692181523285,0.7785865100863291,0.7955325565185091,597643200
2000-01-20,0.8548449277877808,0.9150977721059923,0.8548449277877808,0.8699081137276662,1831132800
2000-01-21,0.8383694887161255,0.860493249300577,0.8298960638256875,0.860493249300577,495924800
2000-01-24,0.8002403974533081,0.8491956250674187,0.7917669218745917,0.816715678179691,440876800
2000-01-25,0.8454300165176392,0.8520207322528212,0.7710553164295025,0.7908255530203343,497145600
2000-01-26,0.8298961520195007,0.8600226255949693,0.8266012968004287,0.8284840568458022,367158400
2000-01-27,0.8284839987754822,0.8510792797476919,0.8058887680826057,0.8195398584604688,340144000
2000-01-28,0.7654059529304504,0.8350736911544147,0.757874763504425,0.8148327931055475,423348800
2000-01-31,0.7814106941223145,0.782352124379079,0.7117429947863734,0.7606991279148279,701680000
2000-02-01,0.7550498247146606,0.790825531172761,0.7531670648040584,0.7832934859436882,318035200
2000-02-02,0.74422287940979,0.769171633864615,0.7305717396000515,0.7588162538664037,464195200
2000-02-03,0.7781157493591309,0.7851770788228345,0.7550497554201359,0.7555204704942532,475193600
2000-02-04,0.8134205937385559,0.8284837751248079,0.7804690862719295,0.7828226109473494,425320000
2000-02-07,0.8590812087059021,0.8604933541809855,0.79788693085618,0.8134208830374599,441067200
2000-02-08,0.8652012944221497,0.8746151962767671,0.8378990080935333,0.8586105776488046,408643200
2000-02-09,0.8482541441917419,0.8821470388970238,0.8468420994635696,0.8595518092797232,299364800
2000-02-10,0.8548449277877808,0.8576691180285878,0.8284840255773045,0.8501378770139894,302982400
2000-02-11,0.8190692067146301,0.8595518639359843,0.8153035862689567,0.855786243490311,212251200
2000-02-14,0.8722614645957947,0.8727321796619951,0.8181276733235849,0.8233053882138065,367539200
2000-02-15,0.8962688446044922,0.9033301740014662,0.8675545214440825,0.8680252365137516,485744000
2000-02-16,0.8595518469810486,0.889679122801532,0.8444886615848045,0.886854128193323,378246400
2000-02-17,0.8652012944221497,0.8699082453494583,0.8520208664623093,0.867554769885804,289497600
2000-02-18,0.8378986120223999,0.868966404183775,0.8350735679408415,0.8633180255174954,233441600
2000-02-22,0.8571983575820923,0.880735018028231,0.8035352262900596,0.8294254119986818,422296000
2000-02-23,0.875556468963623,0.8962689398159304,0.8360151922070378,0.8528439867857041,473099200
2000-02-24,0.8676721453666687,0.8972106599554597,0.8416646992270311,0.883559514839399,376432000
2000-02-25,0.8313082456588745,0.8812058113508157,0.8294254856169759,0.8647304794197909,249144000
2000-02-28,0.8529619574546814,0.866142381723562,0.8162449248046225,0.8294253490735032,328328000
2000-02-29,0.8633182644844055,0.8830885003165323,0.8477835596346044,0.8553155042240438,368961600
2000-03-01,0.98147052526474,0.9946509499974728,0.8925032616707553,0.8929739767599728,1077003200
2000-03-02,0.9188638925552368,0.9635829215383256,0.908978375239951,0.956522397996953,311259200
2000-03-03,0.9640536308288574,0.9658192395414762,0.9038008005500318,0.94051697462275,323366400
2000-03-06,0.9466371536254883,0.9725272893078475,0.941458583472223,0.9489906286316443,210560000
2000-03-07,0.9254536032676697,0.9598172007939286,0.9122731830639346,0.9522851586026125,273011200
2000-03-08,0.9188638925552368,0.9334564590843165,0.8929737643377785,0.9254537011193663,271230400
2000-03-09,0.9207469820976257,0.9414585468203999,0.8906205121301038,0.9103907472222617,276718400
2000-03-10,0.9471081495285034,0.963583485042708,0.911332382515426,0.9165109542039873,248606400
2000-03-13,0.9136856198310852,0.9527561780005203,0.9000344803374095,0.9198055191957079,303956800
2000-03-14,0.8604931831359863,0.9358101074694812,0.8586103228768084,0.9129794715197252,428579200
2000-03-15,0.875556468963623,0.9056837450027367,0.8595518532187199,0.8708495188842208,443609600
2000-03-16,0.9155682325363159,0.9188639414628904,0.8623758283384397,0.8835590090282412,378100800
2000-03-17,0.9414588212966919,0.9414588212966919,0.9009761046513292,0.9047426309758395,305043200
2000-03-20,0.9263951778411865,0.9508731623626411,0.921688128389766,0.9301616017597268,204489600
2000-03-21,1.0163052082061768,1.0299562522850934,0.9160402443075821,0.9231007720192399,524328000
2000-03-22,1.0859723091125488,1.0873852586102974,0.990885162103321,1.0000646578617716,567996800
2000-03-23,1.0643197298049927,1.1325753432036012,1.0544342079877431,1.069497395795353,562564800
2000-03-24,1.0445486307144165,1.0840899114146727,1.0205412521886719,1.072792244622393,446913600
2000-03-27,1.0511394739151,1.0902100479054424,1.0308977117823759,1.0365469989153329,279182400
2000-03-28,1.047844409942627,1.0694974095948147,1.0327803169125085,1.0337217473078781,202966400
2000-03-29,1.0238370895385742,1.0501979466156537,1.0079497216397673,1.0497273319492082,239836800
2000-03-30,0.9471081495285034,1.0370175784028477,0.9447545732659149,1.005948963914947,414400000
2000-03-31,1.0228955745697021,1.0337216205542439,0.948990683069529,0.9598176340821118,404633600
2000-04-03,1.0040658712387085,1.0506684805419442,0.9748808284055538,1.020541202951592,328563200
2000-04-04,0.9588760137557983,1.0017121891481193,0.8793227574605905,0.9988879994267382,660329600
2000-04-05,0.9819421768188477,1.000770984035895,0.9339275217671577,0.9525209211286217,457665600
2000-04-06,0.9428715705871582,1.0130100358086576,0.9282781948038621,0.9838249937394455,259627200
2000-04-07,0.9922977089881897,0.9932390388298298,0.9452251833851416,0.958405611224416,242435200
2000-04-10,0.9414588212966919,0.9998298228988255,0.939576060927891,0.9918270606048405,212262400
2000-04-11,0.8995636701583862,0.9405169837512052,0.8892074367461914,0.9301616553668364,541822400
2000-04-12,0.822834849357605,0.8962690299358372,0.7898842345945986,0.8962690299358372,941136000
2000-04-13,0.8571983575820923,0.9038009633660065,0.8171863666672493,0.8397816471759939,529827200
2000-04-14,0.8426058292388916,0.8887368647262435,0.8209519288738665,0.8233054541139249,667620800
2000-04-17,0.9329861402511597,0.9334568554282674,0.8214227717674707,0.8247185321973187,409561600
2000-04-18,0.9555813074111938,0.9555813074111938,0.8990931772319857,0.9301618851434298,390924800
2000-04-19,0.9122732877731323,0.9809995856863067,0.9019170553869358,0.9504025085369538,520150400
2000-04-20,0.8953273296356201,0.9395756481373424,0.8816761916739945,0.9315736938284405,722120000
2000-04-24,0.9075667858123779,0.9075667858123779,0.8642598800521115,0.8661426403462381,443620800
2000-04-25,0.9664074182510376,0.9697031280505377,0.9193348999669094,0.9198056150938838,391641600
2000-04-26,0.9136856198310852,0.9640537421047056,0.9038009048711997,0.9536975075976584,366912000
2000-04-27,0.9546388983726501,0.956522563075801,0.8780279862922727,0.8826176843694249,326603200
2000-04-28,0.9343982338905334,0.9602884750080275,0.9136858599909062,0.9574642843569664,249580800
2000-05-01,0.9362809658050537,0.942400865935787,0.9179228743515828,0.9405172009191272,226195200
2000-05-02,0.8877953290939331,0.950873257255102,0.8849711393646973,0.9282780299241384,236432000
2000-05-03,0.8666133284568787,0.9132151386934516,0.840723188070889,0.8957983746735598,489798400
2000-05-04,0.833661675453186,0.8680252852912343,0.8327202452609455,0.8670838550989937,399515200
2000-05-05,0.8520206809043884,0.8642596757898149,0.8338970433339097,0.8346030657075074,284076800
2000-05-08,0.8294252753257751,0.8562567862711562,0.828483845264178,0.8442531004718756,184900800
2000-05-09,0.7941201329231262,0.8378985327162081,0.7898838493243762,0.830837205303287,327140800
2000-05-10,0.7479892373085022,0.7908254127131625,0.7437520979766742,0.7837640836591399,535091200
2000-05-11,0.7743502259254456,0.785177176774099,0.7456358989115575,0.7635233253561269,499744000
2000-05-12,0.8105962872505188,0.8322493258871102,0.7890596955087326,0.7983572962602387,306913600
2000-05-15,0.7606990337371826,0.8138913953183081,0.7541083691244358,0.8138913953183081,678932800
2000-05-16,0.7960031032562256,0.8214225194823633,0.7738793961683788,0.7871770706978626,440451200
2000-05-17,0.763523280620575,0.7809399909118435,0.7559912355844369,0.7804692758065839,398092800
2000-05-18,0.7588162422180176,0.790354756035203,0.7578748120548764,0.7757622365512076,373777600
2000-05-19,0.7079774141311646,0.7475186910347508,0.7032695590062581,0.7475186910347508,740667200
2000-05-22,0.6773791909217834,0.706094362155795,0.6477234445156524,0.706094362155795,755507200
2000-05-23,0.6463115215301514,0.7032695049446104,0.6448994265537648,0.6816165104649656,517585600
2000-05-24,0.660433292388916,0.6759671910862142,0.6251283052531384,0.6491356784049094,678462400
2000-05-25,0.6572556495666504,0.697856408056797,0.6477235940027412,0.6665532526240215,406750400
2000-05-26,0.6505479216575623,0.6769087755681604,0.6420753502989295,0.6627869182756764,181148800
2000-05-30,0.6594919562339783,0.6637282412279037,0.6157143967715601,0.6599626210470829,713059200
